customer_id,age,workclass,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,Response
15965,61,Private,Preschool,1,Separated,Transport-moving,Not-in-family,Male,14344,0,40,Yes
858,61,Private,Bachelors,13,Divorced,Sales,Unmarried,Male,0,0,40,No
14641,47,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,48,Yes
809,44,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,38,No
9351,41,State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,No
12499,52,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Yes
9329,47,Private,HS-grad,9,Divorced,Tech-support,Unmarried,Female,0,0,55,No
533,60,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,Female,0,0,40,No
15562,50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,35,Yes
15603,28,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,0,37,Yes
3982,39,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,Yes
12199,52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,5178,0,40,Yes
9855,51,Private,Doctorate,16,Widowed,Prof-specialty,Not-in-family,Female,10520,0,60,Yes
13791,39,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Male,14344,0,40,Yes
13552,29,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,Male,0,1974,40,No
2213,21,Private,HS-grad,9,Widowed,Craft-repair,Own-child,Male,0,0,40,No
7202,45,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,35,No
7960,58,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,No
6156,33,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
543,37,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,Yes
3865,31,Private,Assoc-acdm,12,Never-married,Exec-managerial,Other-relative,Female,0,0,40,No
6555,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,1740,55,No
13604,75,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,2467,40,No
9728,67,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,20051,0,60,Yes
11502,34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,No
544,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,No
4084,21,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,30,No
5287,28,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,46,No
11985,23,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,40,No
5082,51,State-gov,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,Male,0,0,70,Yes
13947,55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,10,No
5436,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,40,Yes
6943,48,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,No
5628,51,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
11490,43,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,60,No
11191,55,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,38,No
1377,33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,50,Yes
960,59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,55,No
10166,71,Self-emp-inc,Some-college,10,Widowed,Exec-managerial,Not-in-family,Female,0,0,24,No
8068,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
16026,44,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,No
13013,42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,Yes
10633,34,Private,12th,8,Never-married,Other-service,Not-in-family,Male,0,0,25,No
6714,64,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,20,Yes
13632,52,Private,Masters,14,Married-civ-spouse,Sales,Husband,Male,15024,0,40,Yes
15803,46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Yes
15314,27,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,No
14399,19,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,No
5927,27,State-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,Male,0,0,45,No
9419,54,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Yes
9827,17,Private,11th,7,Never-married,Sales,Own-child,Female,0,0,20,No
2483,26,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,35,No
11242,26,Private,12th,8,Never-married,Farming-fishing,Other-relative,Male,0,0,40,No
13278,56,Private,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,Male,0,0,70,No
7633,49,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,Yes
14345,33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,62,No
3158,22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,35,No
15254,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,30,No
3855,44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Yes
6184,46,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,Female,0,0,50,No
9954,30,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,No
15046,20,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,20,No
15841,50,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,45,Yes
6904,42,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Male,0,0,40,No
966,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,50,No
8672,58,Private,HS-grad,9,Divorced,Sales,Unmarried,Female,0,0,23,No
3622,23,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,2179,60,No
14537,51,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,No
15130,33,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,50,No
6888,47,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,65,Yes
7638,21,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Own-child,Female,0,0,40,No
12824,44,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,No
11791,44,State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Male,0,0,45,Yes
3440,50,Private,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,Female,0,0,55,No
10163,40,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,10,No
2555,36,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,Yes
8631,37,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Yes
5984,25,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Male,0,0,75,No
10429,31,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,No
6823,44,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,Yes
6775,56,Private,Some-college,10,Divorced,Sales,Not-in-family,Male,14084,0,60,Yes
1581,36,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,60,No
11951,26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,5013,0,38,No
3355,38,Private,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,Male,0,0,50,No
6713,51,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,No
6881,52,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,No
5100,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,99,No
11317,43,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Male,0,1887,45,Yes
5049,22,Self-emp-not-inc,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,No
6890,53,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,80,No
8226,47,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,No
15401,32,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,No
343,31,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Male,0,0,40,No
2813,31,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Male,99999,0,40,Yes
16271,48,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,No
7547,22,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Male,0,0,40,No
8050,58,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,32,Yes
12459,46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,Yes
15049,40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,Yes
8331,42,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,35,No
1013,45,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,47,Yes
1316,42,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Male,0,0,46,No
5464,50,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,99999,0,60,Yes
9395,63,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Male,0,0,44,Yes
10805,38,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,55,Yes
592,31,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,Yes
11070,49,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,No
16055,30,Local-gov,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Female,0,0,40,No
2856,50,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,Male,0,0,40,No
10144,46,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,Male,0,0,50,No
16000,47,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,Yes
10998,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,1902,44,Yes
5039,48,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,No
8138,49,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,35,No
7088,47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,15024,0,40,Yes
6964,34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,No
14249,28,Private,11th,7,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,No
768,26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,No
8918,30,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,No
800,34,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,Yes
14370,29,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,No
2586,51,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,3103,0,52,Yes
12235,29,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Yes
9807,25,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Female,0,0,30,No
15090,49,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,Yes
3882,32,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,Male,0,0,40,No
7916,29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,48,Yes
9019,81,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,No
9650,40,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Female,0,0,40,No
655,51,Local-gov,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Yes
5004,43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,Female,0,0,60,Yes
2827,52,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,Yes
13918,38,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Yes
8770,53,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,2174,0,40,No
1891,45,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,Yes
9112,36,Private,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,40,No
8484,60,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Yes
8899,19,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,30,No
13705,26,Private,9th,5,Never-married,Farming-fishing,Other-relative,Male,0,0,40,No
3206,31,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,Yes
2873,37,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,No
3993,45,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,45,No
12135,53,Self-emp-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,No
14004,60,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,No
3319,29,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Female,0,0,40,No
1539,58,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
14979,67,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Yes
6350,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,40,Yes
6394,38,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,55,Yes
6907,50,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,7298,0,50,Yes
4418,26,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,No
6820,34,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,No
10548,47,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Male,0,0,45,Yes
10797,50,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,Yes
4817,34,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,No
4204,66,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,No
7439,61,Self-emp-not-inc,Preschool,1,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
10300,25,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,No
2473,59,Self-emp-not-inc,11th,7,Married-civ-spouse,Sales,Husband,Male,0,0,70,Yes
14588,68,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
10993,64,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,No
2665,65,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Yes
1142,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,42,Yes
11258,47,Private,Some-college,10,Separated,Transport-moving,Unmarried,Male,0,0,50,Yes
11735,33,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Female,0,0,40,No
11276,38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Yes
14349,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,43,Yes
9999,31,Private,11th,7,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,No
3253,39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,Yes
15348,25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,No
7157,31,Private,Bachelors,13,Widowed,Sales,Unmarried,Female,0,0,41,No
13248,49,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,Yes
1584,21,Private,Bachelors,13,Never-married,Sales,Own-child,Female,0,0,30,No
3734,77,State-gov,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,Male,0,0,4,Yes
11738,26,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,40,No
15559,29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,55,Yes
3309,32,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,No
8450,43,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,Yes
8784,44,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,Male,0,0,80,No
9047,46,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Male,4787,0,60,Yes
5551,30,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,60,Yes
8961,46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,3103,0,40,Yes
935,54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,No
2228,25,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,No
383,58,Self-emp-not-inc,Doctorate,16,Married-AF-spouse,Exec-managerial,Wife,Female,0,1485,35,Yes
5028,35,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,7298,0,48,Yes
13432,77,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,Female,0,0,40,Yes
3831,56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,No
13874,37,Private,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,Male,0,0,45,No
5706,36,Self-emp-inc,Masters,14,Married-civ-spouse,Tech-support,Husband,Male,0,1887,40,Yes
4279,58,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Yes
15093,17,Private,12th,8,Never-married,Other-service,Own-child,Male,0,0,32,No
11907,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,84,No
4153,17,Private,12th,8,Never-married,Sales,Own-child,Female,0,0,20,No
8455,39,State-gov,Masters,14,Never-married,Protective-serv,Not-in-family,Female,0,0,40,No
14454,44,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Yes
416,50,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Yes
2461,40,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,35,Yes
4902,61,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,63,Yes
6225,25,Private,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,Male,0,0,20,No
15398,52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
14672,41,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Yes
15937,44,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Female,0,0,40,No
7613,29,Local-gov,Some-college,10,Divorced,Other-service,Unmarried,Female,0,0,24,No
14770,48,Federal-gov,10th,6,Never-married,Craft-repair,Not-in-family,Male,0,0,40,No
7723,51,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,35,No
2450,73,Local-gov,10th,6,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,5,No
10737,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Yes
7212,50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Yes
14593,55,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,Yes
8345,50,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,Yes
1841,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,15024,0,35,Yes
11199,47,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,65,No
7783,24,Private,Masters,14,Never-married,Prof-specialty,Own-child,Male,0,0,60,No
8667,38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,50,Yes
136,30,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,No
10501,66,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Yes
12159,43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,No
2889,19,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,No
5068,28,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,No
10634,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
13928,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
9900,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,Yes
11631,28,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Female,0,0,37,No
12635,34,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Female,0,0,50,No
1470,40,State-gov,Prof-school,15,Never-married,Prof-specialty,Own-child,Female,0,0,40,No
6984,50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,52,No
8231,36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,50,Yes
4344,33,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,Yes
3897,51,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,No
15815,51,Self-emp-inc,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,1741,40,No
3272,32,Private,Bachelors,13,Separated,Prof-specialty,Not-in-family,Male,10520,0,40,Yes
1769,19,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,No
15176,23,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,Male,0,0,40,No
4276,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,50,Yes
14121,59,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,No
15317,26,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,No
904,17,Private,11th,7,Never-married,Farming-fishing,Own-child,Male,0,0,40,No
2814,26,Private,HS-grad,9,Never-married,Tech-support,Unmarried,Female,0,0,40,No
7317,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,No
15741,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,50,Yes
8079,60,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Male,0,1741,40,No
11247,46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,15024,0,40,Yes
4412,47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,No
6705,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,55,Yes
2622,36,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,7298,0,32,Yes
13058,30,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,No
8481,21,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,43,Yes
10195,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,48,Yes
5128,52,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,Male,0,0,40,No
444,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,No
15379,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,Yes
12711,24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,No
6986,54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,No
13681,46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,Yes
7125,46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,No
12528,41,Self-emp-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Female,0,0,60,Yes
7610,46,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,45,Yes
5660,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,15024,0,35,Yes
11417,36,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,Yes
15213,49,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,Yes
15400,38,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,No
1176,32,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,35,No
15361,25,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,No
6792,63,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Female,4650,0,48,No
14043,40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,20,No
12363,34,Private,Doctorate,16,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,No
9885,27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,No
4952,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,No
6945,30,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,No
15429,38,Self-emp-inc,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,65,No
11962,22,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,10,No
15396,47,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,4,No
10654,34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,2977,0,65,No
2954,45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,60,Yes
11330,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Yes
13078,41,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,No
15380,48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,Yes
12379,36,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Unmarried,Female,0,0,8,No
11798,32,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,Yes
1069,55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,No
13870,19,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,18,No
